name,flavors,race,positive,negative,medical,Rating,Description
Pitbull,"Sweet, Pungent, Tropical, Earthy",indica,"Relaxed, Hungry, Happy, Sleepy, Euphoric, Focused","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Pain, Stress, Lack of Appetite, Nausea, Headache, Inflammation",4.3,"Pitbull was bred in the early 2000s by U.S. seed company Stoney Girl Gardens as a cross between P-91 and their own award-winning Sugar Plum. This mostly indica strain has an extremely quick flowering time at 6-7 weeks. Just like the dog breed it’s named after, this plant is tenacious, making it a versatile grower indoors or out that produces high yields. Buds will be light green and fragrant, smelling of tropical fruit with earthy, skunky notes. Pitbull’s taste is also fruity and its indica buzz hits fast and hard."
Plushberry,"Berry, Sweet, Flowery, Earthy",indica,"Relaxed, Hungry, Euphoric, Happy, Sleepy, Uplifted","Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Headache, Headaches",4.3,"Plushberry, a cross between Black Cherry Soda and Space Queen, is an 80% indica strain bred by TGA Seeds. The Black Cherry Soda lends this strain an aromatic berry scent, while the Space Queen genetics promote heavy resin production. Plushberry induces a deep relaxation in the mind and body, with calming qualities that melt away stress. There are two main phenotypes of Plushberry: one that grows smaller, pink-tinted plants, and another with bulkier, more indica-like formations. Plushberry flowers in 55 to 65 days with medium to heavy yields. "
Pokie,"Butter, Cheese, Citrus",indica,"Relaxed, Euphoric, Happy, Creative, Focused, Sleepy","Dizzy, Dry Mouth, Paranoid, Anxious","Depression, Pain, Stress, Cramps, Headaches",3.5,"Pokie is an indica-dominant strain that descends from a Pure Kush and LA Confidential hybrid and a Sweet Tooth and Juicy Fruit cross. Sister to the high-CBD indica Gumbi, Pokie caters to those more concerned with a high-THC content. Its earthy chocolate flavors are met with tranquilizing effects that relax the body without too much fogginess in the mind."
Primus,"Sweet, Citrus, Pungent, Earthy, Skunk",indica,"Relaxed, Euphoric, Happy, Uplifted, Hungry","Dry Mouth, Dry Eyes","Depression, Insomnia, Pain, Stress, Lack of Appetite",4.7,"Primus, also called Primus OG, is a complex indica strain that combines Arcata, Trainwreck, and 303 OG. Each parent strain passes on something special to Primus: Arcata with its creative activation, Trainwreck with its long-lasting euphoria, and 303 OG with its sour fruit flavors. This trifecta of duration, fragrance, and quality of high makes for a potent hybrid cherished by patients and recreational consumers alike. For those using cannabis medicinally, consider choosing Primus for evening management of depression, anxiety, appetite loss, or pain relief."
Q3,"Tree Fruit, Apple, Apricot, Tree, Fruit, Citrus, Orange",sativa,"Happy, Uplifted, Tingly, Giggly, Energetic","Dry Mouth, Dry Eyes","Depression, Insomnia, Pain, Stress",3.6,A sativa dominant strain.
Qleaner,"Citrus, Tropical, Chemical",hybrid,"Euphoric, Happy, Creative, Energetic, Uplifted","Dizzy, Dry Mouth, Dry Eyes, Anxious","Depression, Pain, Stress, Nausea, Headache, Headaches",4.4,"Qleaner is a mostly sativa strain that provides an impressive high to even the most jaded cannabis aficionado. Bred by TGA Genetics by crossing Querkle and Jack's Cleaner, Qleaner delivers uplifting euphoria with fragrant hints of banana."
Querkle,"Berry, Sweet, Earthy, Grape",indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dizzy, Dry Mouth, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Headache, Muscle Spasms",4.3,"A cross between Purple Urkle and Space Queen, Querkle from TGA Genetics is an 80/20 indica-dominant strain that carries a strong grape and berry aroma. Querkle blooms with vibrant lavender hues and a heavy dusting of crystal resin that blankets its bulky colas in a frost-like coat. Heavily euphoric and cerebral, Querkle may be used during the day but is ideal for evening use as it relaxes muscles and guides the mind into sleep."
Queso,"Cheese, Earthy, Skunk",hybrid,"Tingly, Sleepy, Hungry, Creative, Euphoric","Dry Mouth, Paranoid, Anxious","Depression, Pain, Stress, Lack of Appetite, Fatigue",5.0,"Created in 2011 by Kannabia Seeds using Cheese and Afghani genetics, Queso (Spanish for “cheese”) is a hybrid strain that provides powerful body effects and mood elevation. This potent strain, also know as Kiss, is typically used to relieve pain, anxiety, and insomnia while offering a pugent cheese-like aroma. This aroma comes from then assumed cross of Northern Lights and Skunk, speaking to the 65/35 Indica-dominiant split described by Kannabia. Hailing from Spain, this savory international delight is a treat for anyone lucky enough to get their hands caked with the kiefy cheese dust of this Europian native.  "
Quin-N-Tonic,"Blueberry, Sweet, Pungent",indica,"Relaxed, Hungry, Happy, Tingly, Focused, Sleepy","Dry Mouth, Dry Eyes","Depression, Pain, Stress, Lack of Appetite, Nausea",4.6,"Quin-N-Tonic is a high-CBD strain bred by La Plata Labs, who combines genetics from Harlequin and Cannatonic. Led by indica genetics, Quin-N-Tonic produces high yields of frosted purple-tipped buds that carry a sweet, dessert-like blueberry aroma. Its CBD-rich profile makes this strain an excellent choice for patients dealing with pain or inflammation, or for those made uncomfortable by THC’s psychoactive effects."
Qush,"Flowery, Citrus, Pungent",indica,"Relaxed, Hungry, Happy, Uplifted, Sleepy, Euphoric",,"Depression, Insomnia, Pain, Stress, Lack of Appetite",4.5,"Qush is a 70/30 indica-dominant cannabis strain from TGA Genetics, who combines Pre-98 Bubba Kush with Space Queen. Bred for potency as well as flavor, Qush’s resin-packed buds radiate with sweet aromas of grape, cherry, and hashy spice. This tranquilizing strain has a way of calming worries and upset stomachs, but keep in mind that Qush can have a sedating, cloudy effect on the mind so consider saving this one for evenings and lazy days."
R-4,"Earthy, Nutty, Butter, Spicy/Herbal",hybrid,"Relaxed, Happy, Uplifted, Creative, Focused",,"Depression, Pain, Cramps, Nausea, Inflammation",5.0,"R-4, also known as Cindy’s Solution, is a CBD-dominant strain with exceptional therapeutic benefits. With a THC/CBD ratio of 1:40, R-4 sits firmly in the medical category, catering to consumers seeking relief from muscle spasms, chronic physical pain, nausea, and a shortlist of other ailments dulled by high quantities of CBD. This strain smells of chocolate and earth intermixed with a gentle floral undertone. Enjoy R-4 at any time in the day as the psychoactive ingredients are kept to a minimum."
Rainbow,"Sweet, Tropical, Pineapple, Citrus, Orange",hybrid,"Relaxed, Hungry, Euphoric, Happy, Uplifted, Talkative","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Nausea, Muscle Spasms",4.5,"Rainbow is a 50/50 indica/sativa hybrid from Spanish breeders Lifetime Seeds, created by crossing Dancehall with Blueberry.  A compact, fast flowering strain with little side-branching, it does very well when grown in the “sea-of-green” style. Rainbow presents a wide array of colors towards the end of flowering, hence the moniker. With a spicy-sweet fruity flavor, this tasty hybrid can give consumers a pleasant, creative high and pain relief without a heavy body sensation.  "
Recon,"Sweet, Earthy, Woody, Spicy/Herbal, Berry",indica,"Relaxed, Hungry, Euphoric, Happy, Sleepy, Giggly, Talkative","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Insomnia, Pain, Nausea, Inflammation, Muscle Spasms",4.2,"The ReCon is a perfect blend of two parts LA Confidential and one part Cannadential. The Cannadential father was chosen for it’s indica traits and at times, the ReCon seems stronger than even the LA Confidential. There is plenty of magic in this cross for sure!"
Remedy,"Citrus, Earthy, Woody",indica,"Relaxed, Hungry, Happy, Sleepy, Focused, Uplifted, Euphoric",Dry Mouth,"Depression, Insomnia, Pain, Stress, Inflammation",4.6,"Remedy, a cross between Cannatonic and Afghan Skunk, is a high-CBD strain that induces little to no psychoactive effects. Remedy can reach CBD levels as high as 15% while THC is found in only trace amounts of less than 1%. Yellow-tinted buds hide under a sheath of crystal trichomes and carry a lemon-pine scent. Upon inhaling the sweet, floral notes of Remedy, the consumer is lifted into a state of mellow relaxation that differs greatly from the jarring experience induced by high THC strains. Patients looking to medicate without the pronounced head and body effects may turn to Remedy to treat seizures, pain, autism, inflammation, and anxiety disorders. Growers hoping to cultivate this highly medicinal strain should allow a 6 to 8 week flowering time in indoor gardens."
Rene,"Earthy, Citrus, Pine, Sweet",hybrid,"Relaxed, Hungry, Happy, Uplifted, Aroused, Energetic, Creative","Dizzy, Dry Mouth, Dry Eyes","Depression, Pain, Stress, Lack of Appetite, Inflammation",4.3,"Rene, named after the cannabis activist Renee Boje, is a potent hybrid strain popular in Canada. Sweet earthiness and pungent musk flavor this stress-relieving sativa, and patients may also find that Rene effectively treats pain, spasms, and inflammation. Rene is said to be a cross of Skunk #1 and a Himalayan indica."
Rockbud,"Skunk, Pungent, Blue Cheese, Flowery",indica,"Relaxed, Euphoric, Happy, Creative, Sleepy, Uplifted","Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Nausea, Headache, Eye Pressure",4.2,"Rockbud by Soma Seeds is an 80/20 indica-dominant strain bred using genetics from Super Skunk, Afghani, Big Skunk Korean, and Afghan Hawaiian. With its heavyweight indica force, Rockbud rids the mind and body of stress and physical symptoms, but may also take with it your energy and attention. For this reason, Rockbud is recommended as an end-of-the day indulgence. Leaves darken to a deep red as Rockbud flowers mature, and while yields tend to be on the lighter side, connoisseurs will appreciate the quality these fast-bloomers have to offer."
Rocklock,"Sweet, Lavender, Pungent, Earthy",indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy, Focused, Energetic","Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Lack of Appetite, Nausea, Headache, Fatigue",4.6,"Rocklock is a cross between the two strains Rockstar and Warlock. The smell of this herb is sweet and fruity. The stone is surprisingly stimulating given that it is primary an indica strain; which has some rather nice advantages when going out to a concert for example. Rocklock tastes hash-like and burns fast and evenly. On the medicinal side, this strain can offer relief from muscle tension and mild to medium aches and pains."
Rockstar,"Earthy, Pungent, Spicy/Herbal, Sweet",indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy, Talkative","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Headaches",4.3,"Rockstar, a cross between Rockbud and Sensi Star, is a potent indica-dominant hybrid that delivers strong effects without debilitating sedation. With aromatic notes of spice and grape, Rockstar is a favorite medicine for headaches, pain, and sleep disorders. Its powerful body and cerebral effects make Rockstar popular among growers, who typically harvest their outdoor plants in mid-October. For those who prefer indoor gardens, Rockstar grows best using the “sea of green” method with a 56 to 63 day flowering time."
Romulan,"Earthy, Pine, Pungent, Sweet",indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Insomnia, Pain, Stress, Headaches, Muscle Spasms",4.2,"Romulan, named after the alien Star Trek race, is a powerful indica revered for its potent therapeutic qualities. Though mostly indica, Romulan growers insist sativa genetics have crept in over time, lending it intense cerebral effects. These squat, pine-scented plants produce dense frosty buds that have found their following among connoisseurs in British Columbia and the Pacific Northwest. A deep, sedating relaxation makes Romulan a favorite strain for patients treating muscle spasms and nerve damage. Many hybridized variations of Romulan exist, but nearly all can promise a full body calm with heavily intoxicating properties."
Rubicon,"Flowery, Earthy, Lavender, Pungent, Grapefruit",hybrid,"Relaxed, Hungry, Euphoric, Happy, Uplifted, Focused",,"Depression, Pain, Stress, Fatigue, Inflammation",4.5,"Rubicon, 2016 Colorado Cannabis Cup winner of Best CBD Flower, is a utilitarian indica-dominant hybrid. This 1:1 THC/CBD hybrid offers about 9% on either cannabinoid, creating a pleasant smoke for consumers seeking a mild body buzz with anti-inflammatory qualities. Use this strain to temper nausea and physical discomfort, or as an addition to any bowl or joint for complimentary CBD goodness.   "
Satori,"Earthy, Pine, Chemical, Mango",hybrid,"Euphoric, Happy, Energetic, Uplifted, Focused, Creative","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Lack of Appetite, Headache, Fatigue",4.1,This strain is a true hybrid in that it is a 50/50 mix of sativa and indica. Mandala Seeds bred Satori by crossing Lucid Dream with another unnamed sativa hybrid. Satori plants flower within 9-10 weeks and produce light green buds with plenty of crystals. The flowers have a unique aroma that is reminiscent of tea and honey.
Schrom,"Lemon, Citrus, Pine, Lime",sativa,"Relaxed, Happy, Creative, Energetic, Uplifted, Euphoric, Aroused",Dry Mouth,"Depression, Stress, Lack of Appetite, Headache, Eye Pressure, Muscle Spasms",4.3,"Schrom is a 70% sativa strain that delivers a clear-headed buzz with a pungent lemon and lime aroma. Its genetics are subject to debate, but many believe this sativa was parented by Romulan and either Silver Haze or Santa Marta Colombian Gold. Its aroma fills the room with an enticing citrus aroma, but arguably Schrom’s greatest merit is the mental clarity and functional buzz to come. During the day, Schrom relaxes the body without slowing the mind and leaves you alert enough to focus on the day’s tasks. However, enjoying this strain late in the evening may be all it takes to fall into a good night’s sleep."
Sexxpot,"Flowery, Tropical, Skunk, Pungent",indica,"Relaxed, Hungry, Creative, Uplifted, Happy, Aroused, Tingly",Dry Mouth,"Pain, Lack of Appetite, Fatigue, Spasticity, Muscle Spasms",4.1,"Sexxpot is an indica strain bred from Mr. Nice genetics that is said to have aphrodisiac qualities. The story of Sexxpot begins in the bedroom of its conceiver, who was inspired by the arousing qualities of her partner’s stash. Designed to contain lower levels of THC that fall around 14 percent, the idea behind Sexxpot is to provide a euphoric experience without overwhelming the consumer. "
Shaman,"Sweet, Lemon, Earthy, Flowery",sativa,"Relaxed, Happy, Energetic, Uplifted, Focused, Euphoric","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Stress, Nausea, Headache, Fatigue, Headaches",4.2,"Shaman is a sativa-dominant strain bred from Purple #1 and Skunk. This stinky, uplifting strain, originally crafted by Dutch Passion, is a welcome compliment to patients seeking assistance with depression, anxiety, and chronic pain. Some also experience moderate psychedelic effects at higher dosages, speaking to the strong heady effects inherent in this stimulating genetic cross.   "
Shangri-La,"Earthy, Lemon, Pungent",hybrid,"Relaxed, Euphoric, Happy, Energetic, Uplifted","Dry Mouth, Dry Eyes","Depression, Pain, Stress, Fatigue, Eye Pressure",4.7,"Taking its name from the mythical valley utopia, the Shangri-La hybrid is sure to bring you to your own internal paradise. This 60/40 sativa-dominant strain takes you to a peaceful mindset where happiness and relaxation are no strangers. Patients might also choose this strain as an uplifting escape from nausea, stress, and pain. Skunky and sweet in flavor, Shangri-La boasts a garden of different aromas from ripe grape and berry to tropical mango and citrus. Bred by JinxProof Genetics and propagated by TGA Genetics, Shangri-La crosses parent strains Fudo Myo-o and 9 Pound Hammer. "
Shipwreck,"Pine, Earthy, Pungent, Sweet",sativa,"Relaxed, Euphoric, Happy, Creative, Uplifted, Energetic","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Lack of Appetite, Headache, Fatigue",4.5,"Shipwreck is a strain for a sativa treasure hunter. It gives patients a mellow lift that’s great for getting things done. A strong body buzz is also common, so Shipwreck can induce laziness and sleep later on depending on tolerance and dosage. A cross of Trainwreck and the elusive Mothership strain, its light skunk aroma also hints at some of that lineage. If you find the frosty buds of this rare wreck at your local dispensary, be sure to take as much booty as you can carry."
Shishkaberry,"Berry, Sweet, Earthy, Blueberry",indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy, Talkative","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Pain, Stress, Nausea, Headaches, Eye Pressure",4.3,"Shishkaberry, or “Kish,” is an indica-dominant hybrid that came about from crossing DJ Short Blueberry with an unknown Afghani strain. This plant will mature in 8 to 9 weeks and should yield a fairly high amount of flowers. Shiskaberry’s buds have a fruit and berry aroma and will be painted with shades of purple. Its initial head buzz is happy and good for finishing things up or being social, but once its indica side kicks in, lazy is the word."
Shiskaquine,"Berry, Citrus, Pine, Sweet, Earthy",hybrid,"Relaxed, Euphoric, Happy, Energetic, Uplifted, Focused",,"Pain, Stress, Headaches, Eye Pressure",4.6,"Shiskaquine is semi-sedative, CBD heavy strain with heirloom indica genetics out of the Emerald Triangle. With a 20:1 CBD-to-THC ratio, this flower is dense with resin and smells of sweet berries and skunk. The psychoactivity of this strain is limited to a mild sedation that crawls across the body in tandem with the soothing effects brought on the by the immense quantity of CBD. This strain works hardest for patients suffering from anxiety, moderate physical discomfort, and nausea. This Harlequin and Shiskaberry cross was created by Matrix NV."
Shoreline,"Skunk, Earthy, Pungent, Spicy/Herbal, Sweet",hybrid,"Relaxed, Hungry, Euphoric, Happy, Giggly","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Pain, Stress, Nausea, Headache, Fatigue, Muscle Spasms",4.4,"Everything’s bigger in Texas, and if you talk to devotees of this Lone Star State strain, they’ll tell you that the marijuana is better, too. Shoreline is a strain of legend. Supposedly first appearing in the early 1980s, it is known as a true “old school skunk.” Fittingly, its name is rumored to come from the state’s Shoreline amphitheater after the strain made a successful debut there during a Grateful Dead concert. Its super strong skunky smell may border on unappetizing, but its large, hairy buds make up for it with equally potent effects. Sativa-dominant, this strain will free your mind and may verge into the psychedelic for some. A clone-only plant, true connoisseurs wonder if the original can still be found. In an effort to continue its lineage, Shoreline has been crossed with many other strains. If it’s found outside of its Texas homeland, a mix is probably what you’re getting. "
Stardawg,"Diesel, Earthy, Pungent",hybrid,"Relaxed, Euphoric, Happy, Energetic, Uplifted, Talkative","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Lack of Appetite, Fatigue",4.5,"Stardawg, possibly named after the bright, sparkling crystal trichomes that blanket the strain like stars, is a hybrid cross between Chemdawg 4 and Tres Dawg. Earthy pine with sour notes of diesel color Stardawg, whose uplifting effects may help patients treating stress, fatigue, and anxiety disorders. Stardawg flowers in 67 days indoors with moderate yields. "
Starfighter,"Pine, Woody, Pungent",hybrid,"Relaxed, Euphoric, Happy, Uplifted, Giggly, Creative","Dry Mouth, Paranoid, Dry Eyes","Depression, Stress, Lack of Appetite, Nausea, Fatigue",4.1,"Starfighter is a 60/40 indica-dominant hybrid whose combined obscurity and quality have garnered this strain quite the reputation among growers and connoisseurs alike. Bred by Alien Genetics, Starfighter mixes genetics from Alien Tahoe OG and Lemon Alien Dawg to create a sweetly aromatic, uplifting hybrid that boasts its potency with a sparkling coat of star-like trichomes. Although the original Starfighter genetics have been discontinued, Exotic Genetix have resurrected similar phenotypes in seed form. "
Strawberry,"Strawberry, Sweet, Berry, Flowery",sativa,"Relaxed, Euphoric, Happy, Energetic, Uplifted, Talkative","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Nausea, Headache, Fatigue",4.4,"Originally bred in the Netherlands, Strawberry is a mostly sativa cannabis strain with a pungent fruity scent and uplifting effects. Consumers prone to anxiety choose Strawberry for its stress-relieving qualities without the jarring paranoia common among high THC strains. Comfortable and relaxing, Strawberry brings physical and mental relief to patients treating symptoms mild or severe. Strawberry is grown both indoors and out with a 9 week flowering time."
Sublime,"Earthy, Flowery, Spicy/Herbal, Pine",sativa,"Happy, Creative, Energetic, Uplifted, Focused, Euphoric, Talkative","Dry Mouth, Dry Eyes, Anxious","Pain, Stress, Lack of Appetite, Nausea, Headache, Fatigue",4.2,Sublime is a 70% sativa strain that delivers energizing effects alongside a tropical fruity flavor.
Sunburn,"Citrus, Earthy, Sweet",sativa,"Relaxed, Happy, Creative, Energetic, Uplifted, Euphoric",,"Pain, Stress, Headache, Fatigue, Inflammation, Muscle Spasms",4.6,"Sunburn is a lime green sativa-dominant hybrid that reeks of old, sweet genetics. Sunburn began as Island Sweet Skunk crossed with Rug Burn OG. Island Sweet Skunk’s genetics supposedly crossed the ocean with Vietnam Veterans. Colorado Seed Inc. took this beautifully uplifting cut and stabilized the genetics further with the addition of their Gupta Kush. The blend of sweet, pungent, and floral aromas coalesce to create an all-day sativa that stimulates without too much anxiety or paranoia.   "
Sunshine,"Citrus, Sweet, Tropical, Tea",sativa,"Happy, Creative, Energetic, Uplifted, Focused",,"Depression, Pain, Stress, Nausea, Eye Pressure",4.7,"Sunshine is a sativa-dominant cannabis strain produced by the Canadian LP Peace Naturals Project. With a name like Sunshine, you could probably guess that this sativa promises blissful, happy, uplifted effects even on rainy, dark days. The sweet fruity and citrus flavors run with Sunshine’s tropical theme, taking you to a warm place where pain, nausea, and appetite loss don’t exist.  "
Supergirl,"Earthy, Woody, Spicy/Herbal",indica,"Relaxed, Euphoric, Happy, Sleepy, Giggly",,"Depression, Pain, Stress, Nausea, Fatigue",4.5,"Nirvana Seeds created Supergirl by backcrossing the famous Skunk #1 and focusing on the indica portion of that strain’s genetics. This 80% indica produces large rock-hard buds, tons of resin, and a strong, skunky and coffee odor. Although containing a relatively mild THC content between 8% and 15%, the high is fast and hard-hitting, leaving the user fully relaxed and unable to focus. A good choice for treating insomnia, Supergirl has sedating effects that help your eyes ease shut."
Superglue,"Pungent, Pine, Earthy, Woody",hybrid,"Relaxed, Euphoric, Happy, Uplifted, Focused, Giggly","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Lack of Appetite",4.7,"Superglue is a hybrid strain bred by Seedism Seeds. A cross between Afghani and Northern Lights, Superglue inherits indica growth patterns along with a sweet caramel and pine aroma. Superglue brings calming relaxation to the mind and body, but leaves you functional and energetic enough for social activities or a productive afternoon."
Supernatural,"Citrus, Earthy, Spicy/Herbal, Flowery",sativa,"Relaxed, Euphoric, Energetic, Focused, Aroused, Happy, Creative",Dry Eyes,"Stress, Lack of Appetite, Fatigue, Headaches, Eye Pressure",4.4,"Supernatural is a prize-winning sativa-dominant blend from Exotic Genetix. After taking 2nd place for sativas at the High Times 2012 Medical Cup in Seattle, it became a staple of the breeder’s genetic line. A pungent fruity mixture of Grape God and The Flav, Supernatural is a great indoor strain that has a biting, skunky zest and uplifting sativa effects. "
Supernova,"Pungent, Tropical, Sweet, Flowery",hybrid,"Relaxed, Hungry, Euphoric, Happy, Uplifted, Creative","Dry Mouth, Dry Eyes","Depression, Insomnia, Pain, Stress, Nausea",4.3,"Supernova, formerly called “Chronic,” is an indica-dominant hybrid from Amsterdam. Other cuts of Supernova have made their way to the U.S. with more sativa-slanted genetics. When grown properly, Supernova’s THC content reaches up to 25%."
Superstar,"Flowery, Earthy, Citrus, Blueberry, Strawberry",hybrid,"Relaxed, Euphoric, Focused, Uplifted, Happy","Dizzy, Dry Mouth, Dry Eyes","Depression, Pain, Stress, Fatigue, Muscle Spasms",4.0,"Superstar by Exotic Genetix is a sativa hybrid cross between their Starfighter and Supernatural strains. With traces of Grape God, the Flav, and Lemon Alien Dawg, this California strain delivers uplifting, cerebrally focused effects. Another variation from Delta 9 Labs in Amsterdam loops in a backcrossed Sensi Star and takes on indica-dominant genetics. Floral and citrus notes flavor Superstar, a strain that grows best indoors with a 58-day flowering period."
Tangelo,"Citrus, Earthy, Sweet",hybrid,"Euphoric, Happy, Energetic, Uplifted, Focused","Dry Mouth, Paranoid","Depression, Stress, Fatigue, Eye Pressure, Inflammation",4.3,"Tangelo (not to be confused with Tangelo Kush) is the sour citrus offspring of Tangerine Sunrise and Gorkle (The Fork x Rebel God Smoke). With obvious notes of tropical fruit and an unmistakable tangerine/orange juice aroma, Tangelo offers bright, pleasurable aromas and flavors worth sharing. This strain is especially useful for consumers seeking to nullify stress and fatigue while remaining fairly focused on the task at hand. Lovingly handcraft by Colorado Seed Inc., enjoy Tangelo’s physical and mental enhancement during the daytime to maximize its stimulation. "
Tangerine,"Orange, Citrus, Sweet",hybrid,"Relaxed, Happy, Creative, Energetic, Uplifted","Dry Mouth, Paranoid, Dry Eyes, Anxious","Insomnia, Pain, Stress, Headache, Headaches, Inflammation",4.2,"Tangerine is a sativa-dominant hybrid, a 4th generation daughter of Ch9 Aroma. The fruity tangerine aroma is accompanied with notes of mango and pineapple. Indoor or outdoor grows can expect flowers between 7 and 8 weeks."
Tangie,"Citrus, Orange, Sweet",sativa,"Euphoric, Happy, Creative, Energetic, Uplifted, Relaxed","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Lack of Appetite, Fatigue",4.5,"Tangie is another fantastic offering from DNA Genetics in Amsterdam that has quickly gained popularity in its home and is spreading elsewhere. This strain is a remake of sorts of the popular version of Tangerine Dream that was sought-after in the 1990s. The genetics on this strain are a cross of California Orange and a Skunk hybrid, and its citrus heritage is the most evident in its refreshing tangerine aroma. As a plant, Tangie grows best outside, producing sticky buds that provide euphoric yet relaxed effects."
Tangilope,"Sweet, Citrus, Orange, Tropical",sativa,"Relaxed, Happy, Talkative, Uplifted, Focused, Energetic, Creative","Dry Mouth, Paranoid","Depression, Pain, Stress, Lack of Appetite, Fatigue",4.6,"Tangilope is a chocolatey, citrus blend of Tangie and Chocolope, two of DNA Genetics’ best sativas. It is best known for its intense terpene profile and exotic smell. The cerebral effects evoke happiness, giggles, and can stimulate creativity."
Tesla,"Pepper, Strawberry, Sweet, Tropical",hybrid,"Relaxed, Euphoric, Happy, Uplifted, Giggly",Dry Mouth,"Depression, Stress, Inflammation",4.7,"From Pacific Northwest breeder Alphakronic Genes, Tesla is a combination of two popular West Coast hybrids, Harle-Tsu and Gobstopper. Part of AKG’s new high-CBD line of genetics, Tesla carries one of the fruitiest terpene profile found in a high-CBD strain to date, with smells and flavors of raspberry, grape, blueberry and jasmine. Most phenotypes produce only 1-3% THC, which makes this a very good choice for treating certain symptoms and medical conditions in patients who don’t tolerate the psychoactive effects of cannabis very well."
Thai,"Earthy, Pungent, Flowery, Sweet",sativa,"Relaxed, Happy, Energetic, Uplifted, Focused","Dizzy, Dry Mouth, Dry Eyes, Anxious","Depression, Pain, Stress, Headache, Fatigue, Headaches",4.2,"Thai refers to a cannabis variety that grows natively in Thailand and was brought to the U.S. in the 70s and 80s. This pure sativa landrace is sometimes called “Thai Sticks” because of the way its buds are traditionally dried and tied into long sticks. This original Thai variety has given rise to many strains we commonly see on the market today, including Voodoo, Juicy Fruit, and the classic Haze. Thai induces powerful but comfortable effects and has a distinct fruity, citrus aroma. This strain is a challenge for growers outside tropical climates, but greenhouse gardens make this grow possible for experts patient enough for Thai’s long growth cycle and slow flowering."
Thai-Tanic,"Earthy, Sweet, Woody",sativa,"Energetic, Uplifted, Focused, Happy, Euphoric","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Insomnia, Pain, Stress, Nausea, Fatigue",4.0,"Thai-Tanic is a very compact sativa variety with that classic chocolate Thai smell and taste. The Skunk father dominates only in fast maturation, high yields, and general vigor. This strain from Dutch seed bank Flying Dutchmen is a heavy resin producer with an extremely potent and trippy cerebral high."
Thunderstruck,"Sweet, Pine, Spicy/Herbal, Earthy, Tropical",sativa,"Relaxed, Happy, Creative, Uplifted, Tingly, Focused, Talkative",,"Depression, Pain, Stress, Eye Pressure, Inflammation",4.9,"Thunderstruck is a powerful rock ‘n’ roll themed CBD strain without the big hair. Named after the AC/DC song of the same name, you might have guessed that Thunderstruck is the genetic cross of two high-CBD ACDC phenotypes. And just when you thought things couldn't get more metal, Thunderstruck offers consumers a 12:1 CBD/THC ratio that can help ease nausea, abate seizure activity, and reduce inflammation all while keeping the consumer clear headed. The aroma and flavors of Thunderstruck are grassy and subtle. Enjoy this sativa-dominant cross if you are looking for a quality medicinal strain with little to no psychoactive effects.     "
Tigermelon,"Sweet, Spicy/Herbal, Citrus, Chestnut",indica,"Relaxed, Happy, Creative",,,3.0,"Tigermelon is a mysterious strain of unknown origin that has been used by the breeder Bodhi Seeds to create some spectacular hybrids such as Snow Leopard. It is thought to be a three-way cross of Chemdawg, Apollo 11 (Genius cut) and an Uzbekistani indica, and the smell has been described by Bodhi as “sandalwood mango lassi.”"
