,name,flavors,id,race,positive,negative,medical
1465,Purple Champagne,"Berry, Sweet, Grape",1620,sativa,"Relaxed, Euphoric, Happy, Uplifted, Focused",Dry Mouth,"Depression, Pain, Stress, Fatigue, Headaches"
1466,Purple Cheddar,"Grape, Sweet, Pungent",1621,indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dizzy, Dry Mouth, Paranoid","Depression, Insomnia, Pain, Stress, Headache, Headaches"
1467,Purple Cheese,"Cheese, Earthy, Grape",1622,hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted","Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Headache, Headaches"
1468,Purple Chemdawg,"Grape, Earthy, Sweet",1623,indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Headache, Headaches"
1469,Purple Cotton Candy,"Earthy, Berry, Sweet",1624,indica,"Relaxed, Euphoric, Happy, Uplifted","Dizzy, Dry Mouth, Dry Eyes, Anxious","Depression, Insomnia, Stress, Lack of Appetite, Headache, Eye Pressure"
1470,Purple Cow,"Berry, Mango, Sweet",1625,sativa,"Euphoric, Uplifted, Focused",,Fatigue
1471,Purple Crack,"Earthy, Pungent, Sweet",1626,hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted",Dry Mouth,"Depression, Insomnia, Pain, Stress, Headaches"
1472,Purple Cream,"Pine, Tropical, Rose",1627,indica,"Relaxed, Hungry, Tingly, Sleepy","Dizzy, Dry Mouth, Paranoid, Anxious","Depression, Insomnia, Stress, Headache, Fatigue, Headaches"
1473,Purple Diesel,"Diesel, Sweet, Grape",1628,hybrid,"Relaxed, Euphoric, Happy, Energetic, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Fatigue, Muscle Spasms"
1474,Purple Dog Shit,"Grape, Pungent, Earthy",1629,hybrid,"Relaxed, Hungry, Euphoric, Happy, Uplifted","Dry Mouth, Dry Eyes","Depression, Insomnia, Stress, Lack of Appetite, Fatigue"
1475,Purple Dragon,"Sweet, Flowery, Earthy",1630,indica,"Relaxed, Euphoric, Happy, Sleepy, Giggly","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Lack of Appetite"
1476,Purple Dream,"Grape, Sweet, Berry",1631,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Lack of Appetite, Headache"
1477,Purple Elephant,"Earthy, Sweet, Pungent",1632,indica,"Relaxed, Euphoric, Happy, Tingly, Sleepy",Dry Mouth,"Depression, Insomnia, Pain, Stress, Lack of Appetite"
1478,Purple Goat,"Berry, Earthy, Sweet",1633,hybrid,"Happy, Creative, Energetic, Uplifted, Focused",,"Depression, Insomnia, Pain, Stress"
1479,Purple Goo,"Flowery, Sweet, Lavender",1634,indica,"Relaxed, Hungry, Euphoric, Happy, Talkative","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Headache, Headaches"
1480,Purple Gorilla,"Sweet, Grape, Earthy",1635,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dizzy, Dry Mouth, Dry Eyes, Anxious","Insomnia, Pain, Stress, Nausea, Headache, Muscle Spasms"
1481,Purple Hashplant,"Earthy, Sweet, Berry",1636,hybrid,"Relaxed, Euphoric, Happy, Creative, Tingly","Dry Mouth, Dry Eyes","Depression, Insomnia, Stress, Lack of Appetite, Nausea, Headache"
1482,Purple Haze,"Sweet, Earthy, Berry",1637,sativa,"Relaxed, Euphoric, Happy, Creative, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Fatigue, Headaches"
1483,Purple Headband,"Berry, Pungent, Earthy",1638,hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted","Dry Mouth, Dry Eyes","Depression, Insomnia, Pain, Stress, Headaches"
1484,Purple Hindu Kush,"Earthy, Berry, Sweet",1639,indica,"Relaxed, Hungry, Euphoric, Happy, Sleepy","Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Lack of Appetite, Headache"
1485,Purple Ice,"Sweet, Earthy, Berry",1640,hybrid,"Relaxed, Euphoric, Happy, Creative, Tingly","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Nausea, Headache"
1486,Purple Jack,"Pine, Sweet, Citrus",1641,hybrid,"Relaxed, Euphoric, Creative, Uplifted, Focused","Dizzy, Dry Mouth, Dry Eyes","Depression, Insomnia, Pain, Stress, Headache, Fatigue"
1487,Purple Jolly Rancher,"Tropical, Citrus, Spicy/Herbal",1642,indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dry Mouth, Dry Eyes, Anxious","Depression, Insomnia, Pain, Nausea, Headaches"
1488,Purple Kush,"Earthy, Grape, Sweet",1643,indica,"Relaxed, Hungry, Euphoric, Happy, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Lack of Appetite, Headache"
1489,Purple Martian Kush,"Berry, Sweet, Grape",1645,indica,"Relaxed, Euphoric, Creative, Tingly","Dry Mouth, Dry Eyes","Depression, Insomnia, Pain, Stress, Headaches"
1490,Purple Maui,"Grape, Pine, Earthy",1646,hybrid,"Relaxed, Happy, Energetic, Uplifted, Focused","Paranoid, Anxious","Depression, Stress, Nausea, Fatigue, Headaches"
1491,Purple Monkey Balls,"Grape, Earthy, Sweet",1647,indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dry Mouth, Paranoid, Anxious","Insomnia, Pain, Stress, Lack of Appetite, Headaches"
1492,Purple Mr. Nice,"Earthy, Grape, Sweet",1648,indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Nausea, Headache"
1493,Purple Nepal,"Pungent, Grape, Berry",1649,indica,"Relaxed, Happy, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Headache, Headaches"
1494,Purple OG Kush,"Grape, Pungent, Sweet",1650,indica,"Relaxed, Hungry, Euphoric, Happy, Sleepy","Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Cramps, Lack of Appetite, Headache"
1495,Purple Panty Dropper,"Grape, Berry, Pungent",1652,indica,"Relaxed, Euphoric, Happy, Giggly, Aroused","Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Headaches, Muscle Spasms"
1496,Purple Paralysis,"Earthy, Lavender, Honey",1653,hybrid,"Relaxed, Euphoric, Sleepy",Dry Mouth,"Depression, Insomnia, Pain, Stress, Headache, Muscle Spasms"
1497,Purple Passion,"Earthy, Spicy/Herbal, Flowery",1654,indica,"Relaxed, Happy, Creative, Sleepy, Giggly","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Insomnia, Pain, Stress, Lack of Appetite, Headache, Muscle Spasms"
1498,Purple People Eater,Grape,1655,indica,"Relaxed, Euphoric, Creative, Uplifted, Focused",,"Depression, Stress"
1499,Purple Power,"Earthy, Lavender, Sweet",1657,sativa,"Relaxed, Happy, Energetic, Talkative, Uplifted",,"Depression, Stress, Cramps, Lack of Appetite, Headaches"
1500,Purple Princess,"Sweet, Earthy, Flowery",1658,hybrid,"Relaxed, Hungry, Euphoric, Uplifted, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Fatigue"
1501,Purple Punch,"Sweet, Grape, Berry",1659,indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dry Mouth, Dry Eyes","Depression, Insomnia, Pain, Stress, Nausea"
1502,Purple Rhino,"Sweet, Berry, Pine",1660,hybrid,"Relaxed, Hungry, Euphoric, Happy, Tingly","Dizzy, Dry Mouth, Dry Eyes","Depression, Insomnia, Pain, Stress, Lack of Appetite"
1503,Purple Sage ,"Sage, Sweet, Earthy",1661,hybrid,"Euphoric, Happy, Creative, Uplifted, Aroused","Dry Mouth, Dry Eyes","Depression, Insomnia, Pain, Stress, Fatigue"
1504,Purple Skunk,"Earthy, Pungent, Skunk",1662,hybrid,"Happy, Creative, Focused, Giggly","Dizzy, Dry Mouth, Dry Eyes, Anxious","Depression, Stress, Lack of Appetite, Headache, Headaches, Muscle Spasms"
1505,Purple Sour Diesel,"Diesel, Grape, Pungent",1663,hybrid,"Relaxed, Euphoric, Happy, Uplifted","Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Headache, Eye Pressure, Inflammation"
1506,Purple Star,"Berry, Citrus, Pine",1664,indica,"Hungry, Tingly, Sleepy","Dry Mouth, Anxious","Depression, Insomnia, Pain, Headaches, Muscle Spasms"
1507,Purple Swish,Sweet,1665,indica,"Relaxed, Hungry, Sleepy, Giggly",,
1508,Purple Tangie,"Citrus, Orange, Sweet",1666,sativa,"Relaxed, Euphoric, Happy, Uplifted, Giggly",Dry Mouth,"Depression, Pain, Stress, Lack of Appetite, Headache, Fatigue"
1509,Purple Tears,"Berry, Diesel, Pungent",1667,hybrid,"Relaxed, Hungry, Happy, Sleepy",Dry Mouth,"Depression, Insomnia, Cramps, Headaches, Eye Pressure"
1510,Purple Thai,"Earthy, Citrus, Sweet",1668,sativa,"Relaxed, Euphoric, Happy, Creative, Uplifted",,"Depression, Pain, Stress, Fatigue, Headaches"
1511,Purple Tonic,"Blueberry, Nutty, Tree Fruit",1670,indica,"Relaxed, Euphoric, Happy, Energetic, Uplifted","Dry Mouth, Dry Eyes","Depression, Insomnia, Pain, Stress"
1512,Purple Trainwreck,"Earthy, Grape, Berry",1671,hybrid,"Relaxed, Hungry, Euphoric, Happy, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Headache, Muscle Spasms"
1513,Purple Urkle,"Sweet, Berry, Grape",1672,indica,"Relaxed, Hungry, Euphoric, Happy, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Headaches"
1514,Purple Voodoo,"Berry, Pungent, Flowery",1673,hybrid,"Relaxed, Euphoric, Happy, Creative, Energetic","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Lack of Appetite, Headache, Inflammation"
1515,Purple Widow,"Earthy, Woody, Diesel",1674,hybrid,"Relaxed, Happy, Creative, Focused","Dry Mouth, Dry Eyes","Depression, Pain, Stress, Lack of Appetite, Inflammation"
1516,Purple Wreck,"Grape, Sweet, Earthy",1675,indica,"Relaxed, Euphoric, Happy, Creative, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Muscle Spasms"
1517,Q3,"Tree Fruit, Apple, Apricot",1676,sativa,"Happy, Uplifted, Tingly, Giggly","Dry Mouth, Dry Eyes","Depression, Insomnia, Pain, Stress"
1518,Qleaner,"Citrus, Tropical, Chemical",1677,hybrid,"Euphoric, Happy, Creative, Energetic, Uplifted","Dizzy, Dry Mouth, Dry Eyes, Anxious","Depression, Pain, Stress, Nausea, Headache, Headaches"
1519,Qrazy Train,"Earthy, Pungent, Diesel",1678,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Focused","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Lack of Appetite, Headache, Headaches"
1520,Quantum Kush,"Earthy, Sweet, Pungent",1679,sativa,"Relaxed, Happy, Creative, Energetic, Uplifted","Dizzy, Dry Mouth, Dry Eyes","Depression, Pain, Stress, Lack of Appetite, Headache, Fatigue"
1521,Quebec Gold,"Pungent, Skunk, Citrus",1680,hybrid,"Relaxed, Euphoric, Happy, Energetic, Sleepy","Dizzy, Dry Mouth, Dry Eyes, Anxious","Depression, Pain, Stress, Lack of Appetite, Fatigue"
1522,Queen's Panties,Citrus,1681,hybrid,"Relaxed, Happy, Creative, Energetic, Talkative",,"Insomnia, Stress"
1523,Querkle,"Berry, Sweet, Earthy",1682,indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dizzy, Dry Mouth, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Headache, Muscle Spasms"
1524,Queso,"Cheese, Earthy, Skunk",1683,hybrid,"Tingly, Sleepy","Dry Mouth, Paranoid, Anxious","Depression, Pain, Stress, Lack of Appetite, Fatigue"
1525,Quin-N-Tonic,"Blueberry, Sweet, Pungent",1684,indica,"Relaxed, Hungry, Happy, Tingly, Focused","Dry Mouth, Dry Eyes","Depression, Pain, Stress, Lack of Appetite, Nausea"
1526,Qush,"Flowery, Citrus, Pungent",1685,indica,"Relaxed, Hungry, Happy, Uplifted, Sleepy",,"Depression, Insomnia, Pain, Stress, Lack of Appetite"
1527,R-4,"Earthy, Nutty, Butter",1686,hybrid,"Relaxed, Happy, Uplifted",,"Depression, Pain, Cramps, Nausea, Inflammation"
1528,Rainbow,"Sweet, Tropical, Pineapple",1688,hybrid,"Relaxed, Hungry, Euphoric, Happy, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Nausea, Muscle Spasms"
1529,Rainbow Jones,"Citrus, Diesel, Grape",1689,indica,"Relaxed, Happy, Talkative, Uplifted, Aroused",,"Depression, Stress, Lack of Appetite, Headaches, Inflammation"
1530,Rare Dankness #1,"Earthy, Berry, Pine",1690,indica,"Relaxed, Euphoric, Happy, Creative, Giggly",Dry Mouth,"Depression, Pain, Stress, Fatigue, Muscle Spasms"
1531,Rare Darkness,"Grape, Sweet, Berry",1691,indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dizzy, Dry Mouth, Dry Eyes","Depression, Insomnia, Pain, Stress, Lack of Appetite, Headache"
1532,Raskal OG,"Earthy, Lemon, Pungent",1692,hybrid,"Relaxed, Euphoric, Happy, Focused, Giggly","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Lack of Appetite, Headache, Fatigue"
1533,Raspberry Cough,"Berry, Earthy, Sweet",1693,sativa,"Relaxed, Euphoric, Happy, Energetic, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Nausea, Headaches"
1534,Raspberry Kush,"Berry, Sweet, Flowery",1694,indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Nausea, Headache"
1535,Raw Diesel,"Diesel, Earthy, Citrus",1695,hybrid,"Relaxed, Hungry, Uplifted, Sleepy",Dry Mouth,"Depression, Pain, Stress, Nausea, Headaches"
1536,Ray Charles,"Earthy, Sweet, Pungent",1696,indica,"Relaxed, Euphoric, Happy, Tingly, Sleepy",,"Depression, Insomnia, Pain, Stress, Eye Pressure"
1537,Rebel Berry OG,"Blueberry, Apple, Berry",1697,hybrid,"Euphoric, Happy, Uplifted, Giggly, Aroused",,"Depression, Insomnia, Cramps, Lack of Appetite, Headaches"
1538,Reclining Buddha,"Flowery, Pungent, Citrus",1699,indica,"Relaxed, Euphoric, Happy, Creative, Giggly","Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Stress, Headaches, Inflammation"
1539,Recon,"Sweet, Earthy, Woody",1700,indica,"Relaxed, Hungry, Euphoric, Happy, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Insomnia, Pain, Nausea, Inflammation, Muscle Spasms"
1540,Red Cherry Berry,"Berry, Earthy, Pungent",1701,hybrid,"Relaxed, Euphoric, Happy, Sleepy, Giggly","Dizzy, Dry Mouth, Dry Eyes","Depression, Pain, Stress, Lack of Appetite, Headache, Headaches"
1541,Red Congolese,"Sweet, Earthy, Spicy/Herbal",1702,sativa,"Happy, Creative, Energetic, Uplifted, Focused","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Fatigue, Inflammation"
1542,Red Diesel,"Diesel, Earthy, Sweet",1703,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Giggly","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Fatigue, Headaches"
1543,Red Dragon,"Sweet, Woody, Earthy",1704,hybrid,"Relaxed, Euphoric, Happy, Energetic, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Nausea, Headache, Muscle Spasms"
1544,Red Dwarf,"Skunk, Earthy, Flowery",1705,indica,"Relaxed, Euphoric, Happy, Talkative, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Headache, Inflammation"
1545,Red Eye OG,"Earthy, Pungent, Citrus",1706,indica,"Relaxed, Euphoric, Happy, Sleepy","Dizzy, Dry Mouth, Dry Eyes","Insomnia, Pain, Stress, Fatigue, Inflammation"
1546,Red Haze,"Earthy, Sweet, Woody",1707,sativa,"Relaxed, Happy, Energetic, Uplifted, Focused","Dizzy, Dry Mouth, Dry Eyes","Depression, Insomnia, Pain, Stress, Headache, Fatigue"
1547,Red Headed Stranger,"Citrus, Spicy/Herbal, Sweet",1708,sativa,"Happy, Creative, Energetic, Uplifted, Focused",Dry Mouth,"Depression, Pain, Stress, Lack of Appetite, Fatigue"
1548,Red Poison,"Sweet, Earthy, Woody",1709,hybrid,"Relaxed, Euphoric, Happy, Talkative",Dry Mouth,"Depression, Insomnia, Pain, Stress, Muscle Spasms"
1549,Red Widow,"Butter, Skunk, Tropical",1710,hybrid,"Relaxed, Happy, Energetic, Uplifted, Focused",,
1550,Redwood Kush,"Woody, Pine, Sweet",1713,indica,"Relaxed, Euphoric, Uplifted, Focused","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Insomnia, Pain, Lack of Appetite, Nausea, Headache, Headaches"
1551,Remedy,"Citrus, Earthy, Woody",1714,indica,"Relaxed, Hungry, Happy, Sleepy, Focused",Dry Mouth,"Depression, Insomnia, Pain, Stress, Inflammation"
1552,Rene,"Earthy, Citrus, Pine",1715,hybrid,"Relaxed, Hungry, Happy, Uplifted, Aroused","Dizzy, Dry Mouth, Dry Eyes","Depression, Pain, Stress, Lack of Appetite, Inflammation"
1553,Rene Mist,"Rose, Pungent, Skunk",1716,hybrid,"Relaxed, Hungry, Happy, Talkative, Aroused","Dizzy, Dry Mouth, Dry Eyes","Depression, Pain, Stress, Lack of Appetite, Inflammation"
1554,Richie Rich,"Sweet, Lemon, Mango",1717,hybrid,"Relaxed, Hungry, Euphoric, Happy","Dry Mouth, Dry Eyes","Pain, Stress, Cramps, Headaches, Eye Pressure"
1555,Riddler OG,"Earthy, Flowery, Pungent",1718,hybrid,"Creative, Aroused","Dizzy, Dry Eyes, Anxious","Depression, Insomnia, Lack of Appetite, Headaches, Inflammation"
1556,Ringo's Gift,"Earthy, Pine, Sweet",1721,hybrid,"Relaxed, Happy, Uplifted, Focused","Dry Mouth, Dry Eyes, Anxious","Pain, Stress, Fatigue, Headaches, Inflammation"
1557,Rip City Purps,"Earthy, Flowery, Grape",1722,indica,"Relaxed, Euphoric, Happy, Creative, Sleepy",,"Depression, Insomnia, Cramps, Inflammation, Muscle Spasms"
1558,Ripped Bubba,"Sweet, Citrus, Lemon",1723,hybrid,"Relaxed, Hungry, Euphoric, Happy","Dizzy, Dry Mouth, Dry Eyes, Anxious","Insomnia, Pain, Stress, Lack of Appetite, Headache, Headaches"
1559,Rob Ford Kush,"Skunk, Earthy, Pungent",1724,hybrid,"Relaxed, Hungry, Euphoric, Happy, Giggly",,"Insomnia, Pain, Stress, Lack of Appetite, Nausea"
1560,Robert Plant,"Blueberry, Earthy, Honey",1725,sativa,"Relaxed, Happy, Energetic, Uplifted, Giggly",,"Depression, Pain, Stress, Fatigue, Headaches"
1561,Rockbud,"Skunk, Pungent, Blue Cheese",1726,indica,"Relaxed, Euphoric, Happy, Creative, Sleepy","Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Nausea, Headache, Eye Pressure"
1562,Rocklock,"Sweet, Lavender, Pungent",1727,indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Lack of Appetite, Nausea, Headache, Fatigue"
1563,Rockstar,"Earthy, Pungent, Spicy/Herbal",1728,indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Headaches"
1564,Rockstar Kush,"Pungent, Skunk, Spicy/Herbal",1729,indica,"Relaxed, Hungry, Euphoric, Happy, Sleepy","Dry Mouth, Dry Eyes, Anxious","Depression, Insomnia, Stress, Lack of Appetite, Inflammation"
1565,Rockstar Master Kush,"Pine, Sweet, Berry",1730,indica,"Relaxed, Hungry, Euphoric, Sleepy, Giggly","Dry Mouth, Dry Eyes","Depression, Insomnia, Pain, Stress, Lack of Appetite"
1566,Rocky Mountain Blueberry,"Blueberry, Berry, Sweet",1732,indica,"Relaxed, Euphoric, Happy, Uplifted","Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Stress, Cramps, Fatigue"
1567,Rocky Mountain High,"Earthy, Skunk, Citrus",1733,hybrid,"Relaxed, Euphoric, Creative, Uplifted, Focused","Paranoid, Anxious","Pain, Stress, Nausea, Fatigue, Eye Pressure"
1568,Rollex OG Kush,"Earthy, Sweet, Cheese",1734,indica,"Relaxed, Happy, Uplifted, Giggly",Dry Mouth,"Depression, Pain, Stress, Fatigue, Headaches"
1569,Rolls Choice,"Diesel, Pine, Pungent",1735,hybrid,"Relaxed, Euphoric, Happy, Energetic, Uplifted","Dry Mouth, Dry Eyes","Depression, Pain, Stress, Fatigue, Inflammation"
1570,Romping Goddess,"Earthy, Pine, Tree Fruit",1736,hybrid,"Hungry, Happy, Creative, Giggly","Dizzy, Dry Mouth, Dry Eyes","Insomnia, Pain, Stress, Nausea, Muscle Spasms"
1571,Romulan,"Earthy, Pine, Pungent",1737,indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Insomnia, Pain, Stress, Headaches, Muscle Spasms"
1572,Romulan Grapefruit,"Grapefruit, Lemon, Lime",1738,hybrid,"Relaxed, Creative, Tingly, Sleepy, Focused","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Insomnia, Pain, Stress, Nausea, Headache, Inflammation"
1573,Romulan Haze,"Pungent, Citrus, Skunk",1739,hybrid,"Relaxed, Euphoric, Energetic, Focused","Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Fatigue, Eye Pressure"
1574,Root Beer Kush,"Sweet, Vanilla, Pungent",1740,sativa,"Relaxed, Happy, Energetic, Uplifted, Giggly","Dry Mouth, Paranoid, Dry Eyes","Pain, Stress, Nausea, Fatigue, Eye Pressure"
1575,Rose Bud,"Rose, Flowery, Sweet",1741,indica,"Relaxed, Euphoric, Creative, Uplifted, Focused","Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Inflammation, Muscle Spasms"
1576,Royal Chemdawg,"Citrus, Diesel, Chemical",1742,hybrid,"Relaxed, Happy, Uplifted, Sleepy, Giggly",Dizzy,"Depression, Insomnia, Stress, Fatigue, Headaches"
1577,Royal Dwarf,"Skunk, Honey, Lemon",1743,hybrid,"Relaxed, Hungry, Happy, Tingly",Dry Mouth,"Depression, Pain, Stress, Eye Pressure, Muscle Spasms"
1578,Royal Haze,"Skunk, Citrus, Tropical",1744,sativa,"Euphoric, Happy, Creative, Energetic, Uplifted","Dry Mouth, Dry Eyes","Depression, Pain, Stress, Fatigue, Eye Pressure"
1579,Royal Highness,"Flowery, Woody, Coffee",1745,hybrid,"Hungry, Happy, Talkative, Uplifted, Focused",,"Depression, Insomnia, Pain, Stress, Fatigue"
1580,Royal Kush,"Earthy, Skunk, Pine",1746,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Insomnia, Pain, Stress, Headaches, Muscle Spasms"
1581,Rubicon,"Flowery, Earthy, Lavender",1747,hybrid,"Relaxed, Hungry, Euphoric, Happy, Uplifted",,"Depression, Pain, Stress, Fatigue, Inflammation"
1582,RudeBoi OG,"Earthy, Woody, Pine",1748,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Sleepy",Dry Mouth,"Depression, Insomnia, Pain, Stress, Lack of Appetite"
1583,Rug Burn OG,"Spicy/Herbal, Citrus, Sweet",1749,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Focused","Dizzy, Dry Mouth, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Muscle Spasms"
1584,Russian Assassin,"Diesel, Skunk, Ammonia",1750,indica,"Relaxed, Happy, Tingly, Sleepy, Focused","Dry Mouth, Paranoid, Dry Eyes, Anxious","Insomnia, Pain, Stress, Lack of Appetite, Nausea"
1585,Russian Rocket Fuel,"Spicy/Herbal, Diesel, Menthol",1751,hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted",Dry Mouth,"Depression, Pain, Lack of Appetite, Nausea, Eye Pressure"
1586,SAGE,"Pine, Earthy, Sage",1752,hybrid,"Relaxed, Euphoric, Happy, Energetic, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Headache, Headaches, Muscle Spasms"
1587,SFV Dog,"Pungent, Pine, Citrus",1753,hybrid,"Relaxed, Euphoric, Happy, Sleepy, Focused","Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Nausea, Muscle Spasms"
1588,SFV OG,"Pine, Earthy, Pungent",1754,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Focused","Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Nausea, Headache, Fatigue"
1589,SFV OG Kush,"Lemon, Citrus, Diesel",1755,indica,"Relaxed, Hungry, Euphoric, Happy, Sleepy","Dizzy, Dry Mouth, Dry Eyes","Insomnia, Pain, Stress, Lack of Appetite, Headache, Muscle Spasms"
1590,Sage N Sour,"Sage, Diesel, Earthy",1756,sativa,"Relaxed, Euphoric, Happy, Energetic, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Fatigue, Eye Pressure"
1591,Salmon River OG,"Pungent, Earthy, Spicy/Herbal",1757,indica,"Relaxed, Happy, Talkative, Sleepy",Dry Mouth,"Depression, Insomnia, Pain, Stress, Muscle Spasms"
1592,Santa Maria,"Earthy, Sweet, Woody",1758,sativa,"Relaxed, Euphoric, Happy, Creative, Energetic","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Fatigue, Inflammation, Muscle Spasms"
1593,Santa Sativa,"Blueberry, Earthy, Lavender",1759,sativa,"Creative, Aroused","Dizzy, Dry Eyes, Anxious","Pain, Stress, Lack of Appetite, Nausea, Spasticity"
1594,Sapphire Scout,"Berry, Blueberry, Sweet",1760,hybrid,"Relaxed, Euphoric, Happy, Sleepy","Dry Mouth, Dry Eyes","Insomnia, Pain, Stress, Headaches, Inflammation"
1595,Sapphire Star,"Grapefruit, Sweet, Berry",1761,hybrid,"Relaxed, Happy, Uplifted, Sleepy, Focused",Dry Eyes,"Depression, Stress, Lack of Appetite, Headaches, Eye Pressure"
1596,Sasquatch Sap,"Diesel, Coffee, Earthy",1762,hybrid,"Relaxed, Happy, Creative, Energetic, Uplifted",,"Depression, Insomnia, Lack of Appetite, Fatigue, Inflammation"
